sourcevertex,targetvertex,weight,sourcelon,sourcelat,targetlon,targetlat
542013_191569,541673_190673,18.544575,0.049282823,51.605053,0.044015422,51.59709
542013_191569,542011_191579,0.18995318,0.049282823,51.605053,0.04925801,51.605145
541995_191571,542794_192904,32.31646,0.04902389,51.605076,0.061096024,51.61685
541995_191571,541998_191560,0.21250896,0.04902389,51.605076,0.04906273,51.604977
542011_191579,542811_192895,32.03181,0.04925801,51.605145,0.06133773,51.616768
542011_191579,542013_191569,0.18995318,0.04925801,51.605145,0.049282823,51.605053
547965_199579,549142_198845,26.022654,0.13856462,51.675495,0.15525974,51.66859
547965_199579,547615_199796,7.701213,0.13856462,51.675495,0.13358444,51.677536
547952_199561,549210_198795,27.613115,0.13836755,51.67534,0.15620847,51.66812
547952_199561,547676_199738,6.1245456,0.13836755,51.67534,0.13444152,51.677
541998_191560,541736_190934,13.012259,0.04906273,51.604977,0.045035206,51.599422
541998_191560,541995_191571,0.21250896,0.04906273,51.604977,0.04902389,51.605076
541736_190934,541998_191560,13.012259,0.045035206,51.599422,0.04906273,51.604977
541736_190934,541558_190744,4.8565755,0.045035206,51.599422,0.042384654,51.597763
541736_190934,541550_190748,4.8957214,0.045035206,51.599422,0.042279582,51.5978
541550_190748,541344_190423,7.2284737,0.042279582,51.5978,0.039180204,51.59493
541550_190748,541736_190934,4.8957214,0.042279582,51.5978,0.045035206,51.599422
541558_190744,541344_190423,7.200139,0.042384654,51.597763,0.039180204,51.59493
541558_190744,541736_190934,4.8565755,0.042384654,51.597763,0.045035206,51.599422
556851_192304,557074_191956,7.7224636,0.2637075,51.607727,0.26677296,51.60454
556851_192304,556773_192397,2.2619154,0.2637075,51.607727,0.2626178,51.60858
541139_190323,541231_190335,1.7466744,0.0361699,51.594078,0.03750199,51.594162
541139_190323,540674_190517,9.449378,0.0361699,51.594078,0.029552069,51.595943
541231_190335,541139_190323,1.7466744,0.03750199,51.594162,0.0361699,51.594078
541231_190335,541234_190336,0.058905993,0.03750199,51.594162,0.037545674,51.59417
541234_190336,541344_190423,2.6530066,0.037545674,51.59417,0.039180204,51.59493
541234_190336,541231_190335,0.058905993,0.037545674,51.59417,0.03750199,51.594162
556837_192293,556761_192384,2.2110252,0.2635032,51.60763,0.26243883,51.608467
556837_192293,557002_192044,5.5820885,0.2635032,51.60763,0.26577538,51.605347
556761_192384,556837_192293,2.2110252,0.26243883,51.608467,0.2635032,51.60763
556761_192384,556753_192394,0.23860654,0.26243883,51.608467,0.26232788,51.60856
556753_192394,556695_192460,1.6378102,0.26232788,51.60856,0.26152045,51.60917
556753_192394,556761_192384,0.23860654,0.26232788,51.60856,0.26243883,51.608467
556695_192460,556753_192394,1.6378102,0.26152045,51.60917,0.26232788,51.60856
556695_192460,556391_192864,9.4477005,0.26152045,51.60917,0.25732183,51.61289
531539_200789,534271_199986,54.26584,-0.09839728,51.690453,-0.05921409,51.682587
531539_200789,530189_200574,26.974842,-0.09839728,51.690453,-0.118004866,51.68883
534271_199986,531539_200789,54.26584,-0.05921409,51.682587,-0.09839728,51.690453
534271_199986,534379_199996,2.023868,-0.05921409,51.682587,-0.057649028,51.68265
534481_199989,534843_200017,6.9305882,-0.056177236,51.682564,-0.050933488,51.682728
534481_199989,534834_200057,6.7175198,-0.056177236,51.682564,-0.051048152,51.68309
534481_199989,534265_199966,4.0607853,-0.056177236,51.682564,-0.05930851,51.68241
534843_200017,534481_199989,6.9305882,-0.050933488,51.682728,-0.056177236,51.682564
541263_200079,541876_200445,13.399808,0.041892946,51.68171,0.05091372,51.684845
541263_200079,540679_199743,12.631234,0.041892946,51.68171,0.033316184,51.678837
557353_190364,557109_191807,27.328093,0.27007553,51.590157,0.26720187,51.603188
557353_190364,558213_188992,30.422707,0.27007553,51.590157,0.28186175,51.577587
557374_190370,557126_191828,27.611624,0.2703811,51.590202,0.26745656,51.60337
557374_190370,558239_188994,30.52598,0.2703811,51.590202,0.28223756,51.5776
554644_194288,556391_192864,42.506824,0.23273128,51.62616,0.25732183,51.61289
554644_194288,553496_195429,30.240955,0.23273128,51.62616,0.21665944,51.636726
558775_187552,558848_187004,10.358879,0.28932366,51.5645,0.29012,51.559547
558775_187552,558620_188024,9.256816,0.28932366,51.5645,0.28729364,51.568775
558794_187556,558870_187008,10.366709,0.28960234,51.56453,0.29043892,51.559578
558794_187556,558649_188004,8.77401,0.28960234,51.56453,0.2877027,51.56859
540679_199743,541263_200079,12.631234,0.033316184,51.678837,0.041892946,51.68171
540679_199743,540629_199725,0.9909628,0.033316184,51.678837,0.032586258,51.678688
541047_190313,540661_190498,7.990337,0.034838624,51.59401,0.029352872,51.595776
541047_190313,541078_190306,0.5926017,0.034838624,51.59401,0.03528304,51.59394
540661_190498,541047_190313,7.990337,0.029352872,51.595776,0.034838624,51.59401
540674_190517,541139_190323,9.449378,0.029552069,51.595943,0.0361699,51.594078
540336_199844,540069_199633,7.098358,0.028399106,51.679832,0.024455294,51.678
558298_188890,558505_188550,7.5759444,0.2830557,51.576653,0.28587288,51.573536
558298_188890,558239_188994,2.2458842,0.2830557,51.576653,0.28223756,51.5776
558505_188550,558298_188890,7.5759444,0.28587288,51.573536,0.2830557,51.576653
556872_192353,557074_191956,8.326436,0.2640266,51.60816,0.26677296,51.60454
556709_192471,556378_192937,10.687896,0.2617274,51.609264,0.2571703,51.61355
556709_192471,556765_192407,1.5852423,0.2617274,51.609264,0.26250684,51.608673
558649_188004,558515_188334,6.6416507,0.2877027,51.56859,0.28591967,51.57159
558649_188004,558562_188370,7.1235237,0.2877027,51.56859,0.28661352,51.571903
558649_188004,558794_187556,8.77401,0.2877027,51.56859,0.28960234,51.56453
558562_188370,558649_188004,7.1235237,0.28661352,51.571903,0.2877027,51.56859
541240_190308,541135_190301,1.9640301,0.037620973,51.593918,0.036103357,51.59388
541240_190308,541315_190325,1.4349947,0.037620973,51.593918,0.038709816,51.59405
541135_190301,541240_190308,1.9640301,0.036103357,51.59388,0.037620973,51.593918
541135_190301,541078_190306,1.0666459,0.036103357,51.59388,0.03528304,51.59394
540379_199836,540629_199725,6.9898667,0.029017419,51.67975,0.032586258,51.678688
556786_192284,557002_192044,6.082603,0.2627549,51.607563,0.26577538,51.605347
556765_192407,556709_192471,1.5852423,0.26250684,51.608673,0.2617274,51.609264
556765_192407,556773_192397,0.23860654,0.26250684,51.608673,0.2626178,51.60858
556773_192397,556851_192304,2.2619154,0.2626178,51.60858,0.2637075,51.607727
556773_192397,556765_192407,0.23860654,0.2626178,51.60858,0.26250684,51.608673
541078_190306,541135_190301,1.0666459,0.03528304,51.59394,0.036103357,51.59388
541078_190306,541047_190313,0.5926017,0.03528304,51.59394,0.034838624,51.59401
